id,name,category,action,archetype,domain,intent,workflow_1,workflow_2,workflow_3,workflow_4,input_hint
"mortgage-maven","Mortgage Maven","finance & money","maven","coach","Mortgage","Maven gives targeted Mortgage guidance with next actions.","Assess mortgage baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"net-worth-tracker","Net Worth Tracker","finance & money","tracker","inspect","Net Worth","Tracker reviews Net Worth input, highlights signals, and flags risks.","Parse net worth context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"portfolio-balancer","Portfolio Balancer","finance & money","balancer","quantify","Portfolio","Balancer turns Portfolio input into clear metrics and decision-ready numbers.","Collect portfolio inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"price-comparison","Price Comparison","finance & money","comparison","coach","Price","Comparison gives targeted Price guidance with next actions.","Assess price baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"retirement-planner","Retirement Planner","finance & money","planner","plan","Retirement","Planner structures Retirement input into a practical step-by-step plan.","Define retirement objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"risk-assessor","Risk Assessor","finance & money","assessor","coach","Risk","Assessor gives targeted Risk guidance with next actions.","Assess risk baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"savings-goal","Savings Goal","finance & money","goal","coach","Savings","Goal gives targeted Savings guidance with next actions.","Assess savings baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"split-bill","Split Bill","finance & money","bill","coach","Split","Bill gives targeted Split guidance with next actions.","Assess split baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"subscription-auditor","Subscription Auditor","finance & money","auditor","inspect","Subscription","Auditor reviews Subscription input, highlights signals, and flags risks.","Parse subscription context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"tax-estimator","Tax Estimator","finance & money","estimator","quantify","Tax","Estimator turns Tax input into clear metrics and decision-ready numbers.","Collect tax inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"tax-optimizer","Tax Optimizer","finance & money","optimizer","optimize","Tax","Optimizer optimizes Tax workflows for better performance.","Audit tax flow","Find bottlenecks","Apply targeted improvements","Measure gains and iterate","Describe current process, bottlenecks, and goals."
"tip-calculator","Tip Calculator","finance & money","calculator","quantify","Tip","Calculator turns Tip input into clear metrics and decision-ready numbers.","Collect tip inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"chef-assistant","Chef Assistant","food & cooking","assistant","coach","Chef","Assistant gives targeted Chef guidance with next actions.","Assess chef baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"conversion-kitchen","Conversion Kitchen","food & cooking","kitchen","coach","Conversion","Kitchen gives targeted Conversion guidance with next actions.","Assess conversion baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"cooking-challenge","Cooking Challenge","food & cooking","challenge","coach","Cooking","Challenge gives targeted Cooking guidance with next actions.","Assess cooking baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"cooking-time-calculator","Cooking Time Calculator","food & cooking","calculator","quantify","Cooking Time","Calculator turns Cooking Time input into clear metrics and decision-ready numbers.","Collect cooking time inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"cooking-timer-smart","Cooking Timer Smart","food & cooking","smart","coach","Cooking Timer","Smart gives targeted Cooking Timer guidance with next actions.","Assess cooking timer baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"cuisine-compass","Cuisine Compass","food & cooking","navigator","explore","Cuisine","Navigator explores Cuisine options and prioritizes the strongest paths.","Frame cuisine search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
